Act Title,Act No,Act Year,Act Link,full_text,is_repealed
"নির্দিষ্টকরণ (সম্পূরক) আইন, ১৯৯৭",১৪,১৯৯৭,http://bdlaws.minlaw.gov.bd/act-814.html,http://bdlaws.minlaw.gov.bd/act-print-814.html,False
"অর্থ আইন, ১৯৯৭",১৫,১৯৯৭,http://bdlaws.minlaw.gov.bd/act-815.html,http://bdlaws.minlaw.gov.bd/act-print-815.html,False
"নির্দিষ্টকরণ আইন, ১৯৯৭",১৬,১৯৯৭,http://bdlaws.minlaw.gov.bd/act-816.html,http://bdlaws.minlaw.gov.bd/act-print-816.html,False
"বিমান-নিরাপত্তা বিরোধী অপরাধ দমন আইন, ১৯৯৭",১৭,১৯৯৭,http://bdlaws.minlaw.gov.bd/act-817.html,http://bdlaws.minlaw.gov.bd/act-print-817.html,False
"বাংলাদেশ মেডিক্যাল বিশ্ববিদ্যালয় আইন, ১৯৯৮",১,১৯৯৮,http://bdlaws.minlaw.gov.bd/act-818.html,http://bdlaws.minlaw.gov.bd/act-print-818.html,False
"মহা হিসাব নিরীক্ষক ও নিয়ন্ত্রক (পারিশ্রমিক ও বিশেষ অধিকার) আইন, ১৯৯৮",৪,১৯৯৮,http://bdlaws.minlaw.gov.bd/act-819.html,http://bdlaws.minlaw.gov.bd/act-print-819.html,False
"কর্মসংস্থান ব্যাংক আইন, ১৯৯৮",৭,১৯৯৮,http://bdlaws.minlaw.gov.bd/act-820.html,http://bdlaws.minlaw.gov.bd/act-print-820.html,False
"বাংলাদেশ লোক ও কারুশিল্প ফাউন্ডেশন আইন, ১৯৯৮",৮,১৯৯৮,http://bdlaws.minlaw.gov.bd/act-821.html,http://bdlaws.minlaw.gov.bd/act-print-821.html,False
"পার্বত্য চট্টগ্রাম আঞ্চলিক পরিষদ আইন, ১৯৯৮",১২,১৯৯৮,http://bdlaws.minlaw.gov.bd/act-822.html,http://bdlaws.minlaw.gov.bd/act-print-822.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ১৯৯৮",১৩,১৯৯৮,http://bdlaws.minlaw.gov.bd/act-823.html,http://bdlaws.minlaw.gov.bd/act-print-823.html,False
"অর্থ আইন, ১৯৯৮",১৪,১৯৯৮,http://bdlaws.minlaw.gov.bd/act-824.html,http://bdlaws.minlaw.gov.bd/act-print-824.html,False
"নির্দিষ্টকরণ আইন, ১৯৯৮",১৫,১৯৯৮,http://bdlaws.minlaw.gov.bd/act-825.html,http://bdlaws.minlaw.gov.bd/act-print-825.html,False
"[গাজীপুর কৃষি বিশ্ববিদ্যালয়] আইন, ১৯৯৮",১৬,১৯৯৮,http://bdlaws.minlaw.gov.bd/act-826.html,http://bdlaws.minlaw.gov.bd/act-print-826.html,False
"উপজেলা পরিষদ আইন, ১৯৯৮",২৪,১৯৯৮,http://bdlaws.minlaw.gov.bd/act-827.html,http://bdlaws.minlaw.gov.bd/act-print-827.html,False
"মানবদেহে অঙ্গ-প্রত্যঙ্গ সংযোজন আইন, ১৯৯৯",৫,১৯৯৯,http://bdlaws.minlaw.gov.bd/act-828.html,http://bdlaws.minlaw.gov.bd/act-print-828.html,False
"ডিপজিটরি আইন, ১৯৯৯",৬,১৯৯৯,http://bdlaws.minlaw.gov.bd/act-829.html,http://bdlaws.minlaw.gov.bd/act-print-829.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ১৯৯৯",১৫,১৯৯৯,http://bdlaws.minlaw.gov.bd/act-830.html,http://bdlaws.minlaw.gov.bd/act-print-830.html,False
"অর্থ আইন, ১৯৯৯",১৬,১৯৯৯,http://bdlaws.minlaw.gov.bd/act-831.html,http://bdlaws.minlaw.gov.bd/act-print-831.html,False
"নির্দিষ্টকরণ আইন, ১৯৯৯",১৭,১৯৯৯,http://bdlaws.minlaw.gov.bd/act-832.html,http://bdlaws.minlaw.gov.bd/act-print-832.html,False
"পল্লী দারিদ্র বিমোচন ফাউন্ডেশন আইন, ১৯৯৯",২৩,১৯৯৯,http://bdlaws.minlaw.gov.bd/act-833.html,http://bdlaws.minlaw.gov.bd/act-print-833.html,False
"আইনগত সহায়তা প্রদান আইন, ২০০০",৬,২০০০,http://bdlaws.minlaw.gov.bd/act-834.html,http://bdlaws.minlaw.gov.bd/act-print-834.html,False
"নারী ও শিশু নির্যাতন দমন আইন, ২০০০",৮,২০০০,http://bdlaws.minlaw.gov.bd/act-835.html,http://bdlaws.minlaw.gov.bd/act-print-835.html,False
"পরিবেশ আদালত আইন, ২০০০ [রহিত]",১১,২০০০,http://bdlaws.minlaw.gov.bd/act-836.html,http://bdlaws.minlaw.gov.bd/act-print-836.html,True
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০০",১৩,২০০০,http://bdlaws.minlaw.gov.bd/act-837.html,http://bdlaws.minlaw.gov.bd/act-print-837.html,False
"অর্থ আইন, ২০০০",১৫,২০০০,http://bdlaws.minlaw.gov.bd/act-838.html,http://bdlaws.minlaw.gov.bd/act-print-838.html,False
"নির্দিষ্টকরণ আইন, ২০০০",১৬,২০০০,http://bdlaws.minlaw.gov.bd/act-839.html,http://bdlaws.minlaw.gov.bd/act-print-839.html,False
"ব্যাংক আমানত বীমা আইন, ২০০০",১৮,২০০০,http://bdlaws.minlaw.gov.bd/act-840.html,http://bdlaws.minlaw.gov.bd/act-print-840.html,False
"জেলা পরিষদ আইন, ২০০০",১৯,২০০০,http://bdlaws.minlaw.gov.bd/act-841.html,http://bdlaws.minlaw.gov.bd/act-print-841.html,False
"ক্যাডার বহির্ভূত প্রথম ও দ্বিতীয় শ্রেণীর গেজেটেড কর্মকর্তা (শুল্ক, আবগারী ও ভ্যাট) নিয়োগ ও কর্মের শর্তাবলী আইন, ২০০০",২০,২০০০,http://bdlaws.minlaw.gov.bd/act-842.html,http://bdlaws.minlaw.gov.bd/act-print-842.html,False
"বেসরকারীকরণ আইন, ২০০০ [রহিত]",২৫,২০০০,http://bdlaws.minlaw.gov.bd/act-843.html,http://bdlaws.minlaw.gov.bd/act-print-843.html,True
"বাংলাদেশ পানি উন্নয়ন বোর্ড আইন, ২০০০",২৬,২০০০,http://bdlaws.minlaw.gov.bd/act-844.html,http://bdlaws.minlaw.gov.bd/act-print-844.html,False
"জাতীয় গৃহায়ন কর্তৃপক্ষ আইন, ২০০০",২৭,২০০০,http://bdlaws.minlaw.gov.bd/act-845.html,http://bdlaws.minlaw.gov.bd/act-print-845.html,False
"কপিরাইট আইন, ২০০০ [রহিত]",২৮,২০০০,http://bdlaws.minlaw.gov.bd/act-846.html,http://bdlaws.minlaw.gov.bd/act-print-846.html,True
"মহানগরী, বিভাগীয় শহর ও জেলা শহরের পৌর এলাকাসহ দেশের সকল পৌর এলাকার খেলার মাঠ, উন্মুক্ত স্থান, উদ্যান এবং প্রাকৃতিক জলাধার সংরক্ষণ আইন, ২০০০",৩৬,২০০০,http://bdlaws.minlaw.gov.bd/act-847.html,http://bdlaws.minlaw.gov.bd/act-print-847.html,False
"বেসরকারী প্রাথমিক শিক্ষক কল্যাণ ট্রাস্ট আইন, ২০০০",৩৮,২০০০,http://bdlaws.minlaw.gov.bd/act-848.html,http://bdlaws.minlaw.gov.bd/act-print-848.html,False
"এডমিরালটি কোর্ট আইন, ২০০০",৪৩,২০০০,http://bdlaws.minlaw.gov.bd/act-849.html,http://bdlaws.minlaw.gov.bd/act-print-849.html,False
"সালিস আইন, ২০০১",১,২০০১,http://bdlaws.minlaw.gov.bd/act-850.html,http://bdlaws.minlaw.gov.bd/act-print-850.html,False
"The Dramatic Performances (Repeal) Act, 2001",৫,২০০১,http://bdlaws.minlaw.gov.bd/act-851.html,http://bdlaws.minlaw.gov.bd/act-print-851.html,False
"সিলেট সিটি কর্পোরেশন আইন, ২০০১ [রহিত]",১০,২০০১,http://bdlaws.minlaw.gov.bd/act-852.html,http://bdlaws.minlaw.gov.bd/act-print-852.html,True
"বরিশাল সিটি কর্পোরেশন আইন, ২০০১ [রহিত]",১১,২০০১,http://bdlaws.minlaw.gov.bd/act-853.html,http://bdlaws.minlaw.gov.bd/act-print-853.html,True
"বাংলাদেশ প্রতিবন্ধী কল্যাণ আইন, ২০০১ [রহিত]",১২,২০০১,http://bdlaws.minlaw.gov.bd/act-854.html,http://bdlaws.minlaw.gov.bd/act-print-854.html,True
"বাংলাদেশ ইনস্টিটিউট অব পার্লামেন্টারী স্ট্যাডিজ আইন, ২০০১",১৪,২০০১,http://bdlaws.minlaw.gov.bd/act-855.html,http://bdlaws.minlaw.gov.bd/act-print-855.html,False
"অর্পিত সম্পত্তি প্রত্যর্পণ আইন, ২০০১",১৬,২০০১,http://bdlaws.minlaw.gov.bd/act-856.html,http://bdlaws.minlaw.gov.bd/act-print-856.html,False
"বাংলাদেশ টেলিযোগাযোগ নিয়ন্ত্রণ আইন, ২০০১",১৮,২০০১,http://bdlaws.minlaw.gov.bd/act-857.html,http://bdlaws.minlaw.gov.bd/act-print-857.html,False
"ঢাকা যানবাহন সমন্বয় বোর্ড আইন, ২০০১ [রহিত]",১৯,২০০১,http://bdlaws.minlaw.gov.bd/act-858.html,http://bdlaws.minlaw.gov.bd/act-print-858.html,True
"বাংলাদেশ স্থলবন্দর কর্তৃপক্ষ আইন, ২০০১",২০,২০০১,http://bdlaws.minlaw.gov.bd/act-859.html,http://bdlaws.minlaw.gov.bd/act-print-859.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০১",২৮,২০০১,http://bdlaws.minlaw.gov.bd/act-860.html,http://bdlaws.minlaw.gov.bd/act-print-860.html,False
"অর্থ আইন, ২০০১",৩০,২০০১,http://bdlaws.minlaw.gov.bd/act-861.html,http://bdlaws.minlaw.gov.bd/act-print-861.html,False
"নির্দিষ্টকরণ আইন, ২০০১",৩১,২০০১,http://bdlaws.minlaw.gov.bd/act-862.html,http://bdlaws.minlaw.gov.bd/act-print-862.html,False
"বাংলাদেশ শিল্পী কল্যাণ ট্রাস্ট আইন, ২০০১",৩২,২০০১,http://bdlaws.minlaw.gov.bd/act-863.html,http://bdlaws.minlaw.gov.bd/act-print-863.html,False
"রংপুর বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০১",৩৪,২০০১,http://bdlaws.minlaw.gov.bd/act-864.html,http://bdlaws.minlaw.gov.bd/act-print-864.html,False
"হাজী মোহাম্মদ দানেশ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০১",৩৫,২০০১,http://bdlaws.minlaw.gov.bd/act-865.html,http://bdlaws.minlaw.gov.bd/act-print-865.html,False
"[গোপালগঞ্জ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়]  আইন, ২০০১",৩৬,২০০১,http://bdlaws.minlaw.gov.bd/act-866.html,http://bdlaws.minlaw.gov.bd/act-print-866.html,False
"মাওলানা ভাসানী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০১",৩৭,২০০১,http://bdlaws.minlaw.gov.bd/act-867.html,http://bdlaws.minlaw.gov.bd/act-print-867.html,False
"পটুয়াখালী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০১",৩৮,২০০১,http://bdlaws.minlaw.gov.bd/act-868.html,http://bdlaws.minlaw.gov.bd/act-print-868.html,False
"রাঙ্গামাটি বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০১",৩৯,২০০১,http://bdlaws.minlaw.gov.bd/act-869.html,http://bdlaws.minlaw.gov.bd/act-print-869.html,False
"নোয়াখালী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০১",৪১,২০০১,http://bdlaws.minlaw.gov.bd/act-870.html,http://bdlaws.minlaw.gov.bd/act-print-870.html,False
"বগুড়া বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০১",৪২,২০০১,http://bdlaws.minlaw.gov.bd/act-871.html,http://bdlaws.minlaw.gov.bd/act-print-871.html,False
"পাবনা বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০১",৪৩,২০০১,http://bdlaws.minlaw.gov.bd/act-872.html,http://bdlaws.minlaw.gov.bd/act-print-872.html,False
"যশোর বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০১",৪৪,২০০১,http://bdlaws.minlaw.gov.bd/act-873.html,http://bdlaws.minlaw.gov.bd/act-print-873.html,False
"বরিশাল বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০১",৪৫,২০০১,http://bdlaws.minlaw.gov.bd/act-874.html,http://bdlaws.minlaw.gov.bd/act-print-874.html,False
"শেরেবাংলা কৃষি বিশ্ববিদ্যালয় আইন, ২০০১",৪৬,২০০১,http://bdlaws.minlaw.gov.bd/act-875.html,http://bdlaws.minlaw.gov.bd/act-print-875.html,False
"সমবায় সমিতি আইন, ২০০১",৪৭,২০০১,http://bdlaws.minlaw.gov.bd/act-876.html,http://bdlaws.minlaw.gov.bd/act-print-876.html,False
"পার্বত্য চট্টগ্রাম ভূমি-বিরোধ নিষ্পত্তি কমিশন আইন, ২০০১",৫৩,২০০১,http://bdlaws.minlaw.gov.bd/act-877.html,http://bdlaws.minlaw.gov.bd/act-print-877.html,False
"বাংলাদেশ বেতার কর্তৃপক্ষ আইন, ২০০১",৫৪,২০০১,http://bdlaws.minlaw.gov.bd/act-878.html,http://bdlaws.minlaw.gov.bd/act-print-878.html,False
"বাংলাদেশ টেলিভিশন কর্তৃপক্ষ আইন, ২০০১",৫৫,২০০১,http://bdlaws.minlaw.gov.bd/act-879.html,http://bdlaws.minlaw.gov.bd/act-print-879.html,False
"ইমাম ও মুয়াজ্জিন কল্যাণ ট্রাস্ট আইন, ২০০১",৫৬,২০০১,http://bdlaws.minlaw.gov.bd/act-880.html,http://bdlaws.minlaw.gov.bd/act-print-880.html,False
"জাতির পিতার পরিবার-সদস্যগণের নিরাপত্তা (রহিতকরণ) আইন, ২০০১",৬০,২০০১,http://bdlaws.minlaw.gov.bd/act-881.html,http://bdlaws.minlaw.gov.bd/act-print-881.html,False
"এসিড নিয়ন্ত্রণ আইন, ২০০২",১,২০০২,http://bdlaws.minlaw.gov.bd/act-882.html,http://bdlaws.minlaw.gov.bd/act-print-882.html,False
"এসিড অপরাধ দমন আইন, ২০০২",২,২০০২,http://bdlaws.minlaw.gov.bd/act-883.html,http://bdlaws.minlaw.gov.bd/act-print-883.html,False
"জাতির পিতার প্রতিকৃতি সংরক্ষণ ও প্রদর্শন (রহিতকরণ) আইন, ২০০২",৪,২০০২,http://bdlaws.minlaw.gov.bd/act-884.html,http://bdlaws.minlaw.gov.bd/act-print-884.html,False
"জননিরাপত্তা (বিশেষ বিধান) (রহিতকরণ) আইন, ২০০২",৬,২০০২,http://bdlaws.minlaw.gov.bd/act-885.html,http://bdlaws.minlaw.gov.bd/act-print-885.html,False
"মানিলণ্ডারিং প্রতিরোধ আইন, ২০০২ [রহিত]",৭,২০০২,http://bdlaws.minlaw.gov.bd/act-886.html,http://bdlaws.minlaw.gov.bd/act-print-886.html,True
"জাতীয় মুক্তিযোদ্ধা কাউন্সিল আইন, ২০০২ [রহিত]",৮,২০০২,http://bdlaws.minlaw.gov.bd/act-887.html,http://bdlaws.minlaw.gov.bd/act-print-887.html,True
"আইন-শৃঙ্খলা বিঘ্নকারী অপরাধ (দ্রুত বিচার) আইন, ২০০২",১১,২০০২,http://bdlaws.minlaw.gov.bd/act-888.html,http://bdlaws.minlaw.gov.bd/act-print-888.html,False
"নিরাপদ রক্ত পরিসঞ্চালন আইন, ২০০২",১২,২০০২,http://bdlaws.minlaw.gov.bd/act-889.html,http://bdlaws.minlaw.gov.bd/act-print-889.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০২",১৩,২০০২,http://bdlaws.minlaw.gov.bd/act-890.html,http://bdlaws.minlaw.gov.bd/act-print-890.html,False
"অর্থ আইন, ২০০২",১৪,২০০২,http://bdlaws.minlaw.gov.bd/act-891.html,http://bdlaws.minlaw.gov.bd/act-print-891.html,False
"নির্দিষ্টকরণ আইন, ২০০২",১৫,২০০২,http://bdlaws.minlaw.gov.bd/act-892.html,http://bdlaws.minlaw.gov.bd/act-print-892.html,False
"শিশু-মাতৃ স্বাস্থ্য ইনস্‌টিটিউট আইন, ২০০২",১৬,২০০২,http://bdlaws.minlaw.gov.bd/act-893.html,http://bdlaws.minlaw.gov.bd/act-print-893.html,False
"পুলিশ ষ্টাফ কলেজ আইন, ২০০২",২৫,২০০২,http://bdlaws.minlaw.gov.bd/act-894.html,http://bdlaws.minlaw.gov.bd/act-print-894.html,False
"বেসরকারী শিক্ষা প্রতিষ্ঠান শিক্ষক ও কর্মচারী অবসর সুবিধা আইন, ২০০২",২৭,২০০২,http://bdlaws.minlaw.gov.bd/act-895.html,http://bdlaws.minlaw.gov.bd/act-print-895.html,False
"দ্রুত বিচার ট্রাইব্যুনাল আইন, ২০০২",২৮,২০০২,http://bdlaws.minlaw.gov.bd/act-896.html,http://bdlaws.minlaw.gov.bd/act-print-896.html,False
"যৌথ অভিযান দায়মুক্তি আইন, ২০০৩",১,২০০৩,http://bdlaws.minlaw.gov.bd/act-897.html,http://bdlaws.minlaw.gov.bd/act-print-897.html,False
"ভ্রমণ কর আইন, ২০০৩",৫,২০০৩,http://bdlaws.minlaw.gov.bd/act-898.html,http://bdlaws.minlaw.gov.bd/act-print-898.html,False
"গ্রাম সরকার আইন, ২০০৩ [রহিত]",৬,২০০৩,http://bdlaws.minlaw.gov.bd/act-899.html,http://bdlaws.minlaw.gov.bd/act-print-899.html,True
"অগ্নি প্রতিরোধ ও নির্বাপণ  আইন, ২০০৩",৭,২০০৩,http://bdlaws.minlaw.gov.bd/act-900.html,http://bdlaws.minlaw.gov.bd/act-print-900.html,False
"অর্থ ঋণ আদালত আইন, ২০০৩",৮,২০০৩,http://bdlaws.minlaw.gov.bd/act-901.html,http://bdlaws.minlaw.gov.bd/act-print-901.html,False
"বাংলাদেশ এনার্জি রেগুলেটরী কমিশন আইন, ২০০৩",১৩,২০০৩,http://bdlaws.minlaw.gov.bd/act-902.html,http://bdlaws.minlaw.gov.bd/act-print-902.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০৩",১৬,২০০৩,http://bdlaws.minlaw.gov.bd/act-903.html,http://bdlaws.minlaw.gov.bd/act-print-903.html,False
"অর্থ আইন, ২০০৩",১৭,২০০৩,http://bdlaws.minlaw.gov.bd/act-904.html,http://bdlaws.minlaw.gov.bd/act-print-904.html,False
"নির্দিষ্টকরণ আইন, ২০০৩",১৮,২০০৩,http://bdlaws.minlaw.gov.bd/act-905.html,http://bdlaws.minlaw.gov.bd/act-print-905.html,False
"বাংলাদেশ রেশম গবেষণা ও প্রশিক্ষণ ইনস্টিটিউট আইন, ২০০৩ [রহিত]",২৫,২০০৩,http://bdlaws.minlaw.gov.bd/act-906.html,http://bdlaws.minlaw.gov.bd/act-print-906.html,True
"চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০৩",৩১,২০০৩,http://bdlaws.minlaw.gov.bd/act-907.html,http://bdlaws.minlaw.gov.bd/act-print-907.html,False
"রাজশাহী প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০৩",৩২,২০০৩,http://bdlaws.minlaw.gov.bd/act-908.html,http://bdlaws.minlaw.gov.bd/act-print-908.html,False
"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০৩",৩৩,২০০৩,http://bdlaws.minlaw.gov.bd/act-909.html,http://bdlaws.minlaw.gov.bd/act-print-909.html,False
"ঢাকা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়, গাজীপুর আইন,২০০৩",৩৪,২০০৩,http://bdlaws.minlaw.gov.bd/act-910.html,http://bdlaws.minlaw.gov.bd/act-print-910.html,False
"বিশেষ আদালত (অতিরিক্ত দায়িত্ব) আইন, ২০০৩",৩৫,২০০৩,http://bdlaws.minlaw.gov.bd/act-911.html,http://bdlaws.minlaw.gov.bd/act-print-911.html,False
"বাংলাদেশ কর্মচারী কল্যাণ বোর্ড আইন, ২০০৪",১,২০০৪,http://bdlaws.minlaw.gov.bd/act-912.html,http://bdlaws.minlaw.gov.bd/act-print-912.html,False
"আদালত সংস্কার বাস্তবায়ন (সহায়ক বিধান) আইন, ২০০৪",৩,২০০৪,http://bdlaws.minlaw.gov.bd/act-913.html,http://bdlaws.minlaw.gov.bd/act-print-913.html,False
"দুর্নীতি দমন কমিশন আইন, ২০০৪",৫,২০০৪,http://bdlaws.minlaw.gov.bd/act-914.html,http://bdlaws.minlaw.gov.bd/act-print-914.html,False
"বাংলাদেশ পেট্রোলিয়াম ইন্সটিটিউট আইন, ২০০৪",৬,২০০৪,http://bdlaws.minlaw.gov.bd/act-915.html,http://bdlaws.minlaw.gov.bd/act-print-915.html,False
"বিরোধ মীমাংসা (পৌর এলাকা) বোর্ড আইন, ২০০৪",১২,২০০৪,http://bdlaws.minlaw.gov.bd/act-916.html,http://bdlaws.minlaw.gov.bd/act-print-916.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০৪",১৫,২০০৪,http://bdlaws.minlaw.gov.bd/act-917.html,http://bdlaws.minlaw.gov.bd/act-print-917.html,False
"অর্থ আইন, ২০০৪",১৬,২০০৪,http://bdlaws.minlaw.gov.bd/act-918.html,http://bdlaws.minlaw.gov.bd/act-print-918.html,False
"নির্দিষ্টকরণ আইন, ২০০৪",১৭,২০০৪,http://bdlaws.minlaw.gov.bd/act-919.html,http://bdlaws.minlaw.gov.bd/act-print-919.html,False
"ইপিজেড শ্রমিক সংঘ ও শিল্প সম্পর্ক আইন, ২০০৪ [রহিত]",২৩,২০০৪,http://bdlaws.minlaw.gov.bd/act-920.html,http://bdlaws.minlaw.gov.bd/act-print-920.html,True
"জন্ম ও মৃত্যু নিবন্ধন আইন, ২০০৪",২৯,২০০৪,http://bdlaws.minlaw.gov.bd/act-921.html,http://bdlaws.minlaw.gov.bd/act-print-921.html,False
"জাতীয় সংসদ (সংরক্ষিত মহিলা আসন) নির্বাচন আইন, ২০০৪",৩০,২০০৪,http://bdlaws.minlaw.gov.bd/act-922.html,http://bdlaws.minlaw.gov.bd/act-print-922.html,False
"বেসরকারী শিক্ষক নিবন্ধন ও প্রত্যয়ন কর্তৃপক্ষ আইন, ২০০৫",১,২০০৫,http://bdlaws.minlaw.gov.bd/act-923.html,http://bdlaws.minlaw.gov.bd/act-print-923.html,False
ব্যক্তি মালিকানাধীন সড়ক পরিবহন শ্রমিক কল্যাণ তহবিল,২,২০০৫,http://bdlaws.minlaw.gov.bd/act-924.html,http://bdlaws.minlaw.gov.bd/act-print-924.html,False
"পশুরোগ আইন, ২০০৫",৫,২০০৫,http://bdlaws.minlaw.gov.bd/act-925.html,http://bdlaws.minlaw.gov.bd/act-print-925.html,False
"বাংলাদেশ পশু ও পশুজাত পণ্য সঙ্গনিরোধ আইন, ২০০৫",৬,২০০৫,http://bdlaws.minlaw.gov.bd/act-926.html,http://bdlaws.minlaw.gov.bd/act-print-926.html,False
"ধূমপান ও তামাকজাত দ্রব্য ব্যবহার (নিয়ন্ত্রণ) আইন, ২০০৫",১১,২০০৫,http://bdlaws.minlaw.gov.bd/act-927.html,http://bdlaws.minlaw.gov.bd/act-print-927.html,False
"জাতীয় কম্পিউটার প্রশিক্ষণ ও গবেষণা একাডেমী আইন, ২০০৫",১২,২০০৫,http://bdlaws.minlaw.gov.bd/act-928.html,http://bdlaws.minlaw.gov.bd/act-print-928.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০৫",১৫,২০০৫,http://bdlaws.minlaw.gov.bd/act-929.html,http://bdlaws.minlaw.gov.bd/act-print-929.html,False
"অর্থ আইন, ২০০৫",১৬,২০০৫,http://bdlaws.minlaw.gov.bd/act-930.html,http://bdlaws.minlaw.gov.bd/act-print-930.html,False
"নির্দিষ্টকরণ আইন, ২০০৫",১৭,২০০৫,http://bdlaws.minlaw.gov.bd/act-931.html,http://bdlaws.minlaw.gov.bd/act-print-931.html,False
"কর-ন্যায়পাল আইন, ২০০৫ [রহিত]",১৯,২০০৫,http://bdlaws.minlaw.gov.bd/act-932.html,http://bdlaws.minlaw.gov.bd/act-print-932.html,True
"জগন্নাথ বিশ্ববিদ্যালয় আইন, ২০০৫",২৮,২০০৫,http://bdlaws.minlaw.gov.bd/act-933.html,http://bdlaws.minlaw.gov.bd/act-print-933.html,False
"সার ব্যবস্থাপনা আইন, ২০০৬",৬,২০০৬,http://bdlaws.minlaw.gov.bd/act-934.html,http://bdlaws.minlaw.gov.bd/act-print-934.html,False
"বেসরকারী নিরাপত্তা সেবা আইন, ২০০৬",১১,২০০৬,http://bdlaws.minlaw.gov.bd/act-935.html,http://bdlaws.minlaw.gov.bd/act-print-935.html,False
"কুমিল্লা বিশ্ববিদ্যালয় আইন, ২০০৬",১৭,২০০৬,http://bdlaws.minlaw.gov.bd/act-936.html,http://bdlaws.minlaw.gov.bd/act-print-936.html,False
"জাতীয় কবি কাজী নজরুল ইসলাম বিশ্ববিদ্যালয় আইন, ২০০৬",১৮,২০০৬,http://bdlaws.minlaw.gov.bd/act-937.html,http://bdlaws.minlaw.gov.bd/act-print-937.html,False
"গ্রাম আদালত আইন, ২০০৬",১৯,২০০৬,http://bdlaws.minlaw.gov.bd/act-938.html,http://bdlaws.minlaw.gov.bd/act-print-938.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০৬",২১,২০০৬,http://bdlaws.minlaw.gov.bd/act-939.html,http://bdlaws.minlaw.gov.bd/act-print-939.html,False
"অর্থ আইন, ২০০৬",২২,২০০৬,http://bdlaws.minlaw.gov.bd/act-940.html,http://bdlaws.minlaw.gov.bd/act-print-940.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০৬",২৩,২০০৬,http://bdlaws.minlaw.gov.bd/act-941.html,http://bdlaws.minlaw.gov.bd/act-print-941.html,False
"পাবলিক প্রকিউরমেন্ট আইন, ২০০৬",২৪,২০০৬,http://bdlaws.minlaw.gov.bd/act-942.html,http://bdlaws.minlaw.gov.bd/act-print-942.html,False
"বাংলাদেশ শ্রমিক কল্যাণ ফাউন্ডেশন আইন, ২০০৬",২৫,২০০৬,http://bdlaws.minlaw.gov.bd/act-943.html,http://bdlaws.minlaw.gov.bd/act-print-943.html,False
"পণ্য উৎপাদনশীল রাষ্ট্রীয় শিল্প প্রতিষ্ঠান শ্রমিক (চাকুরীর শর্তাবলী) আইন, ২০০৬ [রহিত]",২৮,২০০৬,http://bdlaws.minlaw.gov.bd/act-944.html,http://bdlaws.minlaw.gov.bd/act-print-944.html,True
"বাংলাদেশ এ্যাক্রেডিটেশন আইন, ২০০৬",২৯,২০০৬,http://bdlaws.minlaw.gov.bd/act-945.html,http://bdlaws.minlaw.gov.bd/act-print-945.html,False
"চট্টগ্রাম ভেটেরিনারি ও এনিম্যাল সাইন্সেস বিশ্ববিদ্যালয় আইন, ২০০৬",৩০,২০০৬,http://bdlaws.minlaw.gov.bd/act-946.html,http://bdlaws.minlaw.gov.bd/act-print-946.html,False
"মাইক্রোক্রেডিট রেগুলেটরী অথরিটি আইন, ২০০৬",৩২,২০০৬,http://bdlaws.minlaw.gov.bd/act-947.html,http://bdlaws.minlaw.gov.bd/act-print-947.html,False
"রাসায়নিক অস্ত্র (নিষিদ্ধকরণ) আইন, ২০০৬",৩৭,২০০৬,http://bdlaws.minlaw.gov.bd/act-948.html,http://bdlaws.minlaw.gov.bd/act-print-948.html,False
