Act Title,Act No,Act Year,Act Link,full_text,is_repealed
"The Bangladesh Laws (Repealing and Amending) Order, 1973 (President's Order).",12,1973,http://bdlaws.minlaw.gov.bd/act-448.html,http://bdlaws.minlaw.gov.bd/act-print-448.html,False
"The Bangladesh Atomic Energy Commission Order, 1973 (President's Order). [Repealed]",15,1973,http://bdlaws.minlaw.gov.bd/act-449.html,http://bdlaws.minlaw.gov.bd/act-print-449.html,True
"The Bangladesh National Liberation Struggle (Indemnity) Order, 1973 (President's Order)",16,1973,http://bdlaws.minlaw.gov.bd/act-450.html,http://bdlaws.minlaw.gov.bd/act-print-450.html,False
"The Trade Marks (Invalidation and Summary Registration) Order, 1973 (President's Order)",19,1973,http://bdlaws.minlaw.gov.bd/act-451.html,http://bdlaws.minlaw.gov.bd/act-print-451.html,False
"The Bangladesh Wild Life (Preservation) Order, 1973 (President's Order) [Repealed]",23,1973,http://bdlaws.minlaw.gov.bd/act-452.html,http://bdlaws.minlaw.gov.bd/act-print-452.html,True
"The Bangladesh Red Crescent Society Order, 1973 (President's Order)",26,1973,http://bdlaws.minlaw.gov.bd/act-453.html,http://bdlaws.minlaw.gov.bd/act-print-453.html,False
"The Bangladesh Krishi Bank Order, 1973 (President's Order)",27,1973,http://bdlaws.minlaw.gov.bd/act-454.html,http://bdlaws.minlaw.gov.bd/act-print-454.html,False
"The Members of Parliament (Remuneration and Allowances) Order, 1973 (President's Order)",28,1973,http://bdlaws.minlaw.gov.bd/act-455.html,http://bdlaws.minlaw.gov.bd/act-print-455.html,False
"The Special Police Establishment (Repeal) Act, 1974",II,1974,http://bdlaws.minlaw.gov.bd/act-456.html,http://bdlaws.minlaw.gov.bd/act-print-456.html,False
"The Transfer of Railways (Repeal) Act, 1974",IV,1974,http://bdlaws.minlaw.gov.bd/act-457.html,http://bdlaws.minlaw.gov.bd/act-print-457.html,False
"The Primary Schools (Taking Over) Act, 1974",VIII,1974,http://bdlaws.minlaw.gov.bd/act-458.html,http://bdlaws.minlaw.gov.bd/act-print-458.html,False
"The Bidi (Restriction of Manufacture) (Repeal) Act, 1974",IX,1974,http://bdlaws.minlaw.gov.bd/act-459.html,http://bdlaws.minlaw.gov.bd/act-print-459.html,False
"The Public Servants (Retirement) Act, 1974  [Repealed]",XII,1974,http://bdlaws.minlaw.gov.bd/act-460.html,http://bdlaws.minlaw.gov.bd/act-print-460.html,True
"The Bangladesh Jute Research Institute Act, 1974  [Repealed]",XIII,1974,http://bdlaws.minlaw.gov.bd/act-461.html,http://bdlaws.minlaw.gov.bd/act-print-461.html,True
"The Special Powers Act, 1974",XIV,1974,http://bdlaws.minlaw.gov.bd/act-462.html,http://bdlaws.minlaw.gov.bd/act-print-462.html,False
"The Refugees Rehabilitation Finance Corporation (Repeal) Act, 1974",XVI,1974,http://bdlaws.minlaw.gov.bd/act-463.html,http://bdlaws.minlaw.gov.bd/act-print-463.html,False
"The Members of the Bangladesh Public Service Commission (Terms and Conditions of Service) Act, 1974",XXI,1974,http://bdlaws.minlaw.gov.bd/act-464.html,http://bdlaws.minlaw.gov.bd/act-print-464.html,False
"The Comptroller and Auditor-General (Additional Functions) Act, 1974",XXIV,1974,http://bdlaws.minlaw.gov.bd/act-465.html,http://bdlaws.minlaw.gov.bd/act-print-465.html,False
"The Press Council Act, 1974",XXV,1974,http://bdlaws.minlaw.gov.bd/act-466.html,http://bdlaws.minlaw.gov.bd/act-print-466.html,False
"The Territorial Waters and Maritime Zones Act, 1974",XXVI,1974,http://bdlaws.minlaw.gov.bd/act-467.html,http://bdlaws.minlaw.gov.bd/act-print-467.html,False
"The Bangladesh Unnayan Gobeshona Protishthan Act, 1974 [Repealed]",XXIX,1974,http://bdlaws.minlaw.gov.bd/act-468.html,http://bdlaws.minlaw.gov.bd/act-print-468.html,True
"The Essential Services Laws (Amendment) Act, 1974",XXXVI,1974,http://bdlaws.minlaw.gov.bd/act-469.html,http://bdlaws.minlaw.gov.bd/act-print-469.html,False
"The Children Act, 1974 [Repealed]",XXXIX,1974,http://bdlaws.minlaw.gov.bd/act-470.html,http://bdlaws.minlaw.gov.bd/act-print-470.html,True
"The Appropriation (Supplementary) Act, 1974",XLII,1974,http://bdlaws.minlaw.gov.bd/act-471.html,http://bdlaws.minlaw.gov.bd/act-print-471.html,False
"The Appropriation (Vote on Account) Act, 1974",XLIII,1974,http://bdlaws.minlaw.gov.bd/act-472.html,http://bdlaws.minlaw.gov.bd/act-print-472.html,False
"The Finance Act, 1974",XLIV,1974,http://bdlaws.minlaw.gov.bd/act-473.html,http://bdlaws.minlaw.gov.bd/act-print-473.html,False
"The Speaker and Deputy Speaker (Remuneration and Privileges) Act, 1974",XLVIII,1974,http://bdlaws.minlaw.gov.bd/act-474.html,http://bdlaws.minlaw.gov.bd/act-print-474.html,False
"The Appropriation Act, 1974",L,1974,http://bdlaws.minlaw.gov.bd/act-475.html,http://bdlaws.minlaw.gov.bd/act-print-475.html,False
"The Muslim Marriages and Divorces (Registration) Act, 1974",LII,1974,http://bdlaws.minlaw.gov.bd/act-476.html,http://bdlaws.minlaw.gov.bd/act-print-476.html,False
"The Primary Education Laws (Repeal) Act, 1974",LV,1974,http://bdlaws.minlaw.gov.bd/act-477.html,http://bdlaws.minlaw.gov.bd/act-print-477.html,False
"The National Sports Council Act, 1974 [Repealed]",LVII,1974,http://bdlaws.minlaw.gov.bd/act-478.html,http://bdlaws.minlaw.gov.bd/act-print-478.html,True
"The Extradition Act, 1974",LVIII,1974,http://bdlaws.minlaw.gov.bd/act-479.html,http://bdlaws.minlaw.gov.bd/act-print-479.html,False
"The Bangladesh Petroleum Act, 1974",LXIX,1974,http://bdlaws.minlaw.gov.bd/act-480.html,http://bdlaws.minlaw.gov.bd/act-print-480.html,False
"The Oil and Gas Development Corporation (Repeal) Act, 1974",LXX,1974,http://bdlaws.minlaw.gov.bd/act-481.html,http://bdlaws.minlaw.gov.bd/act-print-481.html,False
"The Stamp Duties (Additional Modes of Payment) Act, 1974",LXXI,1974,http://bdlaws.minlaw.gov.bd/act-482.html,http://bdlaws.minlaw.gov.bd/act-print-482.html,False
"The Record of Jute Growers (Border Areas) Act, 1974",LXXVI,1974,http://bdlaws.minlaw.gov.bd/act-483.html,http://bdlaws.minlaw.gov.bd/act-print-483.html,False
"The Finance Act, 1975",III,1975,http://bdlaws.minlaw.gov.bd/act-484.html,http://bdlaws.minlaw.gov.bd/act-print-484.html,False
"The Appropriation (Supplementary) Act, 1975",IV,1975,http://bdlaws.minlaw.gov.bd/act-485.html,http://bdlaws.minlaw.gov.bd/act-print-485.html,False
"The Appropriation (Vote on Account) Act, 1975",V,1975,http://bdlaws.minlaw.gov.bd/act-486.html,http://bdlaws.minlaw.gov.bd/act-print-486.html,False
"The President's (Remuneration and Privileges) Act, 1975",VII,1975,http://bdlaws.minlaw.gov.bd/act-487.html,http://bdlaws.minlaw.gov.bd/act-print-487.html,False
"The Prime Minister's (Remuneration and Privileges) Act, 1975",IX,1975,http://bdlaws.minlaw.gov.bd/act-488.html,http://bdlaws.minlaw.gov.bd/act-print-488.html,False
"The Bangladesh (Restoration of Evacuee Property) (Effect of Expiry) Act, 1975",XV,1975,http://bdlaws.minlaw.gov.bd/act-489.html,http://bdlaws.minlaw.gov.bd/act-print-489.html,False
"The Bangladesh Laws (Amendment) Act, 1975",XIII,1975,http://bdlaws.minlaw.gov.bd/act-490.html,http://bdlaws.minlaw.gov.bd/act-print-490.html,False
"The ESSO Undertakings Acquisition Act, 1975",XVI,1975,http://bdlaws.minlaw.gov.bd/act-491.html,http://bdlaws.minlaw.gov.bd/act-print-491.html,False
"The Islamic Foundation Act, 1975",XVII,1975,http://bdlaws.minlaw.gov.bd/act-492.html,http://bdlaws.minlaw.gov.bd/act-print-492.html,False
"The Blind Relief (Donation of Eye) Act, 1975",XXV,1975,http://bdlaws.minlaw.gov.bd/act-493.html,http://bdlaws.minlaw.gov.bd/act-print-493.html,False
"The Islamic Development Bank Act, 1975",XXVIII,1975,http://bdlaws.minlaw.gov.bd/act-494.html,http://bdlaws.minlaw.gov.bd/act-print-494.html,False
"The Services (Reorganisation and Conditions) Act, 1975 [Repealed]",XXXII,1975,http://bdlaws.minlaw.gov.bd/act-495.html,http://bdlaws.minlaw.gov.bd/act-print-495.html,True
"The Nationalised Banks (Transfer of Business) Act, 1975",XXXIV,1975,http://bdlaws.minlaw.gov.bd/act-496.html,http://bdlaws.minlaw.gov.bd/act-print-496.html,False
"The Hundred-Taka Demonetised Notes (Mode of Payment and Recovery of Taxes) Act, 1975",XXXV,1975,http://bdlaws.minlaw.gov.bd/act-497.html,http://bdlaws.minlaw.gov.bd/act-print-497.html,False
"The Jute Companies (Acquisition of Shares) Ordinance, 1975",XXXVI,1975,http://bdlaws.minlaw.gov.bd/act-498.html,http://bdlaws.minlaw.gov.bd/act-print-498.html,False
"The Government-owned Newspapers (Management) Act, 1975",XLI,1975,http://bdlaws.minlaw.gov.bd/act-499.html,http://bdlaws.minlaw.gov.bd/act-print-499.html,False
"The Appropriation Act, 1975",XLIV,1975,http://bdlaws.minlaw.gov.bd/act-500.html,http://bdlaws.minlaw.gov.bd/act-print-500.html,False
"The Government of Bangladesh (Services) (Repeal) Ordinance, 1975",XLIV,1975,http://bdlaws.minlaw.gov.bd/act-501.html,http://bdlaws.minlaw.gov.bd/act-print-501.html,False
"The District Administration (Repeal) Ordinance, 1975",XLV,1975,http://bdlaws.minlaw.gov.bd/act-502.html,http://bdlaws.minlaw.gov.bd/act-print-502.html,False
"The Government Servants (Review of Penalties) Ordinance, 1975",XLVIII,1975,http://bdlaws.minlaw.gov.bd/act-503.html,http://bdlaws.minlaw.gov.bd/act-print-503.html,False
"The Gandhi Ashram (Board of Trustees) Ordinance, 1975 [Repealed]",LI,1975,http://bdlaws.minlaw.gov.bd/act-504.html,http://bdlaws.minlaw.gov.bd/act-print-504.html,True
"The Jatiya Rakkhi Bahini (Absorption in the Army) Ordinance, 1975",LII,1975,http://bdlaws.minlaw.gov.bd/act-505.html,http://bdlaws.minlaw.gov.bd/act-print-505.html,False
"The Bidi Manufacture (Prohibition) Ordinance, 1975",LVII,1975,http://bdlaws.minlaw.gov.bd/act-506.html,http://bdlaws.minlaw.gov.bd/act-print-506.html,False
"The Bangladesh Government Hats and Bazars (Management) (Repeal) Ordinance, 1975",LIX,1975,http://bdlaws.minlaw.gov.bd/act-507.html,http://bdlaws.minlaw.gov.bd/act-print-507.html,False
"The Registration (Extension of Limitation) Ordinance, 1975",LX,1975,http://bdlaws.minlaw.gov.bd/act-508.html,http://bdlaws.minlaw.gov.bd/act-print-508.html,False
"The Universities Laws Amendment Ordinance, 1975",LXII,1975,http://bdlaws.minlaw.gov.bd/act-509.html,http://bdlaws.minlaw.gov.bd/act-print-509.html,False
"The Chittagong Port Authority Ordinance, 1976  [Repealed]",LII,1976,http://bdlaws.minlaw.gov.bd/act-527.html,http://bdlaws.minlaw.gov.bd/act-print-527.html,True
"The Mongla Port Authority Ordinance, 1976  [Repealed]",LIII,1976,http://bdlaws.minlaw.gov.bd/act-528.html,http://bdlaws.minlaw.gov.bd/act-print-528.html,True
"The Public Servants (Marriage with Foreign Nationals) Ordinance, 1976  [Repealed]",LVII,1976,http://bdlaws.minlaw.gov.bd/act-529.html,http://bdlaws.minlaw.gov.bd/act-print-529.html,True
"The Bangladesh Agricultural Research Institute Ordinance, 1976  [Repealed]",LXII,1976,http://bdlaws.minlaw.gov.bd/act-530.html,http://bdlaws.minlaw.gov.bd/act-print-530.html,True
"The Inland Shipping Ordinance, 1976",LXXII,1976,http://bdlaws.minlaw.gov.bd/act-531.html,http://bdlaws.minlaw.gov.bd/act-print-531.html,False
"The Bangladesh Shishu Academy Ordinance, 1976  [Repealed]",LXXIV,1976,http://bdlaws.minlaw.gov.bd/act-532.html,http://bdlaws.minlaw.gov.bd/act-print-532.html,True
"The Chittagong Hill Tracts Development Board Ordinance, 1976  [Repealed]",LXXVII,1976,http://bdlaws.minlaw.gov.bd/act-533.html,http://bdlaws.minlaw.gov.bd/act-print-533.html,True
"The Rajshahi Town Development Authority Ordinance, 1976  [Repealed]",LXXVIII,1976,http://bdlaws.minlaw.gov.bd/act-534.html,http://bdlaws.minlaw.gov.bd/act-print-534.html,True
"The Police Officers (Special Provisions) Ordinance, 1976",LXXXIV,1976,http://bdlaws.minlaw.gov.bd/act-535.html,http://bdlaws.minlaw.gov.bd/act-print-535.html,False
"The Bangladesh Rifles (Special Provisions) Ordinance, 1976  [Repealed]",LXXXV,1976,http://bdlaws.minlaw.gov.bd/act-536.html,http://bdlaws.minlaw.gov.bd/act-print-536.html,True
"The Bangabandhu National Agriculture Award Fund Ordinance, 1976",LXXXVII,1976,http://bdlaws.minlaw.gov.bd/act-537.html,http://bdlaws.minlaw.gov.bd/act-print-537.html,False
"The Bangladesh Petroleum Corporation Ordinance, 1976  [Repealed]",LXXXVIII,1976,http://bdlaws.minlaw.gov.bd/act-538.html,http://bdlaws.minlaw.gov.bd/act-print-538.html,True
"The Chittagong Division Development Board Ordinance, 1976  [Repealed]",LXXXIX,1976,http://bdlaws.minlaw.gov.bd/act-539.html,http://bdlaws.minlaw.gov.bd/act-print-539.html,True
"The Vested and Non-Resident Property (Administration) (Repeal) Ordinance, 1976",XCII,1976,http://bdlaws.minlaw.gov.bd/act-540.html,http://bdlaws.minlaw.gov.bd/act-print-540.html,False
"The Dhaka Metropolitan Police Ordinance, 1976",III,1976,http://bdlaws.minlaw.gov.bd/act-511.html,http://bdlaws.minlaw.gov.bd/act-print-511.html,False
"The International Finance Corporation Ordinance, 1976 [Repealed]",XII,1976,http://bdlaws.minlaw.gov.bd/act-512.html,http://bdlaws.minlaw.gov.bd/act-print-512.html,True
"The Pharmacy Ordinance, 1976",XIII,1976,http://bdlaws.minlaw.gov.bd/act-513.html,http://bdlaws.minlaw.gov.bd/act-print-513.html,False
"The Delimitation of Constituencies Ordinance, 1976 [Repealed]",XV,1976,http://bdlaws.minlaw.gov.bd/act-514.html,http://bdlaws.minlaw.gov.bd/act-print-514.html,True
"The Statutory Corporations (Delegation of Powers) (Repeal) Ordinance, 1976",XVI,1976,http://bdlaws.minlaw.gov.bd/act-515.html,http://bdlaws.minlaw.gov.bd/act-print-515.html,False
"The Alienation of Land (Distressed Circumstances) (Restoration) Ordinance, 1976",XXVIII,1976,http://bdlaws.minlaw.gov.bd/act-516.html,http://bdlaws.minlaw.gov.bd/act-print-516.html,False
"The Supreme Court Judges (Travelling Allowances) Ordinance, 1976 [Repealed]",XXX,1976,http://bdlaws.minlaw.gov.bd/act-517.html,http://bdlaws.minlaw.gov.bd/act-print-517.html,True
"The Investment Corporation of Bangladesh Ordinance, 1976 [Repealed]",XL,1976,http://bdlaws.minlaw.gov.bd/act-518.html,http://bdlaws.minlaw.gov.bd/act-print-518.html,True
"The Land Development Tax Ordinance, 1976",XLII,1976,http://bdlaws.minlaw.gov.bd/act-519.html,http://bdlaws.minlaw.gov.bd/act-print-519.html,False
"The Appropriation Ordinance, 1976",XLIII,1976,http://bdlaws.minlaw.gov.bd/act-520.html,http://bdlaws.minlaw.gov.bd/act-print-520.html,False
"The Appropriation (Railways) Ordinance, 1976",XLIV,1976,http://bdlaws.minlaw.gov.bd/act-521.html,http://bdlaws.minlaw.gov.bd/act-print-521.html,False
"The Finance Ordinance, 1976",XLV,1976,http://bdlaws.minlaw.gov.bd/act-522.html,http://bdlaws.minlaw.gov.bd/act-print-522.html,False
"The Appropriation (Supplementary) Ordinance, 1976",XLVI,1976,http://bdlaws.minlaw.gov.bd/act-523.html,http://bdlaws.minlaw.gov.bd/act-print-523.html,False
"The Railway Nirapatta Bahini Ordinance, 1976 [Repealed]",XLVII,1976,http://bdlaws.minlaw.gov.bd/act-524.html,http://bdlaws.minlaw.gov.bd/act-print-524.html,True
"The Bangladesh Jute Corporation (Repeal) Ordinance, 1976",XLIX,1976,http://bdlaws.minlaw.gov.bd/act-525.html,http://bdlaws.minlaw.gov.bd/act-print-525.html,False
"The Newspapers (Annulment of Declaration) (Repeal) Ordinance, 1976",L,1976,http://bdlaws.minlaw.gov.bd/act-526.html,http://bdlaws.minlaw.gov.bd/act-print-526.html,False
"The Bangladesh Malaria Eradication Board (Repeal) Ordinance, 1977  [Repealed]",X,1977,http://bdlaws.minlaw.gov.bd/act-541.html,http://bdlaws.minlaw.gov.bd/act-print-541.html,True
"The Government of Bangladesh (Services Screening) (Repeal) Ordinance, 1977",XV,1977,http://bdlaws.minlaw.gov.bd/act-542.html,http://bdlaws.minlaw.gov.bd/act-print-542.html,False
"The Bangladesh Biman Corporation Ordinance, 1977  [Repealed]",XIX,1977,http://bdlaws.minlaw.gov.bd/act-543.html,http://bdlaws.minlaw.gov.bd/act-print-543.html,True
"The Appropriation Ordinance, 1977",XXI,1977,http://bdlaws.minlaw.gov.bd/act-544.html,http://bdlaws.minlaw.gov.bd/act-print-544.html,False
"The Appropriation (Supplementary) Ordinance, 1977",XXII,1977,http://bdlaws.minlaw.gov.bd/act-545.html,http://bdlaws.minlaw.gov.bd/act-print-545.html,False
"The Finance Ordinance, 1977",XXIII,1977,http://bdlaws.minlaw.gov.bd/act-546.html,http://bdlaws.minlaw.gov.bd/act-print-546.html,False
"The Appropriation (Railways) Ordinance, 1977",XXIV,1977,http://bdlaws.minlaw.gov.bd/act-547.html,http://bdlaws.minlaw.gov.bd/act-print-547.html,False
"The Appropriation (Railways Supplementary) Ordinance, 1977",XXV,1977,http://bdlaws.minlaw.gov.bd/act-548.html,http://bdlaws.minlaw.gov.bd/act-print-548.html,False
"The Paurashava Ordinance, 1977 (Ordinance) [Repealed]",XXVI,1977,http://bdlaws.minlaw.gov.bd/act-549.html,http://bdlaws.minlaw.gov.bd/act-print-549.html,True
"The Minimum Wages (Fixation) (Repeal) Ordinance, 1977",XXIX,1977,http://bdlaws.minlaw.gov.bd/act-550.html,http://bdlaws.minlaw.gov.bd/act-print-550.html,False
"The Seeds Ordinance, 1977  [Repealed]",XXXIII,1977,http://bdlaws.minlaw.gov.bd/act-551.html,http://bdlaws.minlaw.gov.bd/act-print-551.html,True
"The Tea Ordinance, 1977  [Repealed]",XXXVIII,1977,http://bdlaws.minlaw.gov.bd/act-552.html,http://bdlaws.minlaw.gov.bd/act-print-552.html,True
"The Regulation of Salary of Employees Laws Repeal Ordinance, 1977",XLII,1977,http://bdlaws.minlaw.gov.bd/act-553.html,http://bdlaws.minlaw.gov.bd/act-print-553.html,False
"The Export Promotion Bureau Ordinance, 1977  [Repealed]",XLVII,1977,http://bdlaws.minlaw.gov.bd/act-554.html,http://bdlaws.minlaw.gov.bd/act-print-554.html,True
"The Bangladesh Travel Agencies (Registration and Control) Ordinance, 1977 [Repealed]",XLVIII,1977,http://bdlaws.minlaw.gov.bd/act-555.html,http://bdlaws.minlaw.gov.bd/act-print-555.html,True
"The Housing and Building Research Institute Ordinance, 1977",XLIX,1977,http://bdlaws.minlaw.gov.bd/act-556.html,http://bdlaws.minlaw.gov.bd/act-print-556.html,False
"The Rural Electrification Board Ordinance, 1977 [Repealed]",LI,1977,http://bdlaws.minlaw.gov.bd/act-557.html,http://bdlaws.minlaw.gov.bd/act-print-557.html,True
"The Cost and Management Accountants Ordinance, 1977  [Repealed]",LIII,1977,http://bdlaws.minlaw.gov.bd/act-558.html,http://bdlaws.minlaw.gov.bd/act-print-558.html,True
"The Bangladesh Public Service Commission Ordinance, 1977  [Repealed]",LVII,1977,http://bdlaws.minlaw.gov.bd/act-559.html,http://bdlaws.minlaw.gov.bd/act-print-559.html,True
"The Financial Institutions Laws Amendment Ordinance, 1977",LXI,1977,http://bdlaws.minlaw.gov.bd/act-560.html,http://bdlaws.minlaw.gov.bd/act-print-560.html,False
"The Bangladesh Sericulture Board Ordinance, 1977  [Repealed]",LXII,1977,http://bdlaws.minlaw.gov.bd/act-561.html,http://bdlaws.minlaw.gov.bd/act-print-561.html,True
"The Bangladesh Handloom Board Ordinance, 1977  [Repealed]",LXIII,1977,http://bdlaws.minlaw.gov.bd/act-562.html,http://bdlaws.minlaw.gov.bd/act-print-562.html,True
"The Government Servants (Review of Penalties) (Dissolution of Review Board) Ordinance, 1978",II,1978,http://bdlaws.minlaw.gov.bd/act-563.html,http://bdlaws.minlaw.gov.bd/act-print-563.html,False
"The Prevention of Malaria (Special Provisions) Ordinance, 1978  [Repealed]",IV,1978,http://bdlaws.minlaw.gov.bd/act-564.html,http://bdlaws.minlaw.gov.bd/act-print-564.html,True
"The Bangladesh Council of Scientific and Industrial Research Ordinance, 1978  [Repealed]",V,1978,http://bdlaws.minlaw.gov.bd/act-565.html,http://bdlaws.minlaw.gov.bd/act-print-565.html,True
"The Madrasah Education Ordinance, 1978  [Repealed]",IX,1978,http://bdlaws.minlaw.gov.bd/act-566.html,http://bdlaws.minlaw.gov.bd/act-print-566.html,True
"The Supreme Court Judges (Remuneration and Privileges) Ordinance, 1978  [Repealed]",XI,1978,http://bdlaws.minlaw.gov.bd/act-567.html,http://bdlaws.minlaw.gov.bd/act-print-567.html,True
"The Defence Services Laws Amendment Ordinance, 1978  [Repealed]",XVIII,1978,http://bdlaws.minlaw.gov.bd/act-568.html,http://bdlaws.minlaw.gov.bd/act-print-568.html,True
"The Bangla Academy Ordinance, 1978  [Repealed]",XIX,1978,http://bdlaws.minlaw.gov.bd/act-569.html,http://bdlaws.minlaw.gov.bd/act-print-569.html,True
"The Finance Ordinance, 1978",XXI,1978,http://bdlaws.minlaw.gov.bd/act-570.html,http://bdlaws.minlaw.gov.bd/act-print-570.html,False
"The Appropriation (Railways Supplementary) Ordinance, 1978",XXII,1978,http://bdlaws.minlaw.gov.bd/act-571.html,http://bdlaws.minlaw.gov.bd/act-print-571.html,False
"The Appropriation (Railways) Ordinance, 1978",XXIII,1978,http://bdlaws.minlaw.gov.bd/act-572.html,http://bdlaws.minlaw.gov.bd/act-print-572.html,False
"The Appropriation (Supplementary) Ordinance, 1978",XXIV,1978,http://bdlaws.minlaw.gov.bd/act-573.html,http://bdlaws.minlaw.gov.bd/act-print-573.html,False
"The Appropriation Ordinance, 1978",XXV,1978,http://bdlaws.minlaw.gov.bd/act-574.html,http://bdlaws.minlaw.gov.bd/act-print-574.html,False
"The Asian Reinsurance Corporation Ordinance, 1978  [Repealed]",XXVII,1978,http://bdlaws.minlaw.gov.bd/act-575.html,http://bdlaws.minlaw.gov.bd/act-print-575.html,True
"The Political Parties Ordinance, 1978",XLV,1978,http://bdlaws.minlaw.gov.bd/act-576.html,http://bdlaws.minlaw.gov.bd/act-print-576.html,False
"The Foreign Donations (Voluntary Activities) Regulation Ordinance, 1978  [Repealed]",XLVI,1978,http://bdlaws.minlaw.gov.bd/act-577.html,http://bdlaws.minlaw.gov.bd/act-print-577.html,True
"The Chittagong Metropolitan Police Ordinance, 1978",XLVIII,1978,http://bdlaws.minlaw.gov.bd/act-578.html,http://bdlaws.minlaw.gov.bd/act-print-578.html,False
"The Law Reforms Ordinance, 1978",XLIX,1978,http://bdlaws.minlaw.gov.bd/act-579.html,http://bdlaws.minlaw.gov.bd/act-print-579.html,False
"The International Centre for Diarrhoeal Disease Research, Bangladesh, Ordinance, 1978  [Repealed]",LI,1978,http://bdlaws.minlaw.gov.bd/act-580.html,http://bdlaws.minlaw.gov.bd/act-print-580.html,True
"The Appropriation (Railways Supplementary) Act, 1979",II,1979,http://bdlaws.minlaw.gov.bd/act-581.html,http://bdlaws.minlaw.gov.bd/act-print-581.html,False
"The Appropriation (Railways) Act, 1979",III,1979,http://bdlaws.minlaw.gov.bd/act-582.html,http://bdlaws.minlaw.gov.bd/act-print-582.html,False
"The Appropriation (Supplementary) Act, 1979",IV,1979,http://bdlaws.minlaw.gov.bd/act-583.html,http://bdlaws.minlaw.gov.bd/act-print-583.html,False
"The Finance Act, 1979",V,1979,http://bdlaws.minlaw.gov.bd/act-584.html,http://bdlaws.minlaw.gov.bd/act-print-584.html,False
"The Appropriation Act, 1979",VI,1979,http://bdlaws.minlaw.gov.bd/act-585.html,http://bdlaws.minlaw.gov.bd/act-print-585.html,False
"The Government Servants (Special Provisions) Ordinance, 1979  [Repealed]",XI,1979,http://bdlaws.minlaw.gov.bd/act-586.html,http://bdlaws.minlaw.gov.bd/act-print-586.html,True
"The Bangladesh Telegraph and Telephone Board Ordinance, 1979",XII,1979,http://bdlaws.minlaw.gov.bd/act-587.html,http://bdlaws.minlaw.gov.bd/act-print-587.html,False
"The Railway Property (Unlawful Possession) Ordinance, 1979 [Repealed]",XVII,1979,http://bdlaws.minlaw.gov.bd/act-588.html,http://bdlaws.minlaw.gov.bd/act-print-588.html,True
"The President's Pension Ordinance, 1979  [Repealed]",XVIII,1979,http://bdlaws.minlaw.gov.bd/act-589.html,http://bdlaws.minlaw.gov.bd/act-print-589.html,True
"The Bangladesh Sangbad Sangstha Ordinance, 1979 [Repealed]",XX,1979,http://bdlaws.minlaw.gov.bd/act-590.html,http://bdlaws.minlaw.gov.bd/act-print-590.html,True
"The Leader and Deputy Leader of the Opposition (Remuneration and Privileges) Ordinance, 1979  [Repealed]",XXI,1979,http://bdlaws.minlaw.gov.bd/act-591.html,http://bdlaws.minlaw.gov.bd/act-print-591.html,True
"The Defence Services (Supreme Command) Ordinance, 1979  [Repealed]",XXIII,1979,http://bdlaws.minlaw.gov.bd/act-592.html,http://bdlaws.minlaw.gov.bd/act-print-592.html,True
"The Armed Police Battalions Ordinance, 1979",XXV,1979,http://bdlaws.minlaw.gov.bd/act-593.html,http://bdlaws.minlaw.gov.bd/act-print-593.html,False
"The Foodgrains Supply (Prevention of Prejudicial Activity) Ordinance, 1979  [Repealed]",XXVI,1979,http://bdlaws.minlaw.gov.bd/act-594.html,http://bdlaws.minlaw.gov.bd/act-print-594.html,True
"The University Laws Amendment Act, 1980",I,1980,http://bdlaws.minlaw.gov.bd/act-595.html,http://bdlaws.minlaw.gov.bd/act-print-595.html,False
"The Banks and Financial Institutions Laws Amendment Act, 1980",IX,1980,http://bdlaws.minlaw.gov.bd/act-596.html,http://bdlaws.minlaw.gov.bd/act-print-596.html,False
"The Foreign Private Investment (Promotion and Protection) Act, 1980",XI,1980,http://bdlaws.minlaw.gov.bd/act-597.html,http://bdlaws.minlaw.gov.bd/act-print-597.html,False
"The Note-Books (Prohibition) Act, 1980",XII,1980,http://bdlaws.minlaw.gov.bd/act-598.html,http://bdlaws.minlaw.gov.bd/act-print-598.html,False
"The Ombudsman Act, 1980",XV,1980,http://bdlaws.minlaw.gov.bd/act-599.html,http://bdlaws.minlaw.gov.bd/act-print-599.html,False
"The Medical and Dental Council Act, 1980  [Repealed]",XVI,1980,http://bdlaws.minlaw.gov.bd/act-600.html,http://bdlaws.minlaw.gov.bd/act-print-600.html,True
"The Appropriation (Railways Supplementary) Act, 1980",XX,1980,http://bdlaws.minlaw.gov.bd/act-601.html,http://bdlaws.minlaw.gov.bd/act-print-601.html,False
"The Appropriation (Railways) Act, 1980",XXI,1980,http://bdlaws.minlaw.gov.bd/act-602.html,http://bdlaws.minlaw.gov.bd/act-print-602.html,False
"The Appropriation (Supplementary) Act, 1980",XXII,1980,http://bdlaws.minlaw.gov.bd/act-603.html,http://bdlaws.minlaw.gov.bd/act-print-603.html,False
"The Finance Act, 1980",XXIII,1980,http://bdlaws.minlaw.gov.bd/act-604.html,http://bdlaws.minlaw.gov.bd/act-print-604.html,False
"The Appropriation Act, 1980",XXIV,1980,http://bdlaws.minlaw.gov.bd/act-605.html,http://bdlaws.minlaw.gov.bd/act-print-605.html,False
"The Film Clubs (Registration and Regulation) Act, 1980  [Repealed]",XXVIII,1980,http://bdlaws.minlaw.gov.bd/act-606.html,http://bdlaws.minlaw.gov.bd/act-print-606.html,True
